,person_id,country,intensifier,predicate,response,rt,has intensifier?,difference,Z-Score,std,Z-Score Difference,scenario_type,scenario_country
90,5c830a66d6a4d0000164097d,US,slightly,difficult,98,12781,yes,-1.0,0.49926117672417214,38.64803488424837,-0.025874536777743547,direct,direct US
91,5c830a66d6a4d0000164097d,US,slightly,difficult,99,11791,no,,0.5253225356881484,38.64803488424837,,direct,direct US
92,5c830a66d6a4d0000164097d,US,kind of,difficult,99,7550,yes,-1.0,0.5253225356881484,38.64803488424837,-0.025874536777743547,direct,direct US
93,5c830a66d6a4d0000164097d,US,kind of,difficult,100,7933,no,,0.5513838946521245,38.64803488424837,,direct,direct US
94,5c830a66d6a4d0000164097d,US,quite,difficult,99,10478,yes,-1.0,0.5253225356881484,38.64803488424837,-0.025874536777743547,direct,direct US
95,5c830a66d6a4d0000164097d,US,quite,difficult,100,5798,no,,0.5513838946521245,38.64803488424837,,direct,direct US
96,5c830a66d6a4d0000164097d,US,very,difficult,99,11280,yes,0.0,0.5253225356881484,38.64803488424837,0.0,direct,direct US
97,5c830a66d6a4d0000164097d,US,very,difficult,99,6374,no,,0.5253225356881484,38.64803488424837,,direct,direct US
98,5c830a66d6a4d0000164097d,US,extremely,difficult,99,8310,yes,2.0,0.5253225356881484,38.64803488424837,0.05174907355548709,direct,direct US
99,5c830a66d6a4d0000164097d,US,extremely,difficult,97,11575,no,,0.473199817760196,38.64803488424837,,direct,direct US
100,5c830a66d6a4d0000164097d,US,slightly,concerned,100,7983,yes,2.0,0.5513838946521245,38.64803488424837,0.05174907355548709,direct,direct US
101,5c830a66d6a4d0000164097d,US,slightly,concerned,98,10711,no,,0.49926117672417214,38.64803488424837,,direct,direct US
102,5c830a66d6a4d0000164097d,US,kind of,concerned,98,12806,yes,-2.0,0.49926117672417214,38.64803488424837,-0.05174907355548709,direct,direct US
103,5c830a66d6a4d0000164097d,US,kind of,concerned,100,8775,no,,0.5513838946521245,38.64803488424837,,direct,direct US
104,5c830a66d6a4d0000164097d,US,quite,concerned,100,12105,yes,0.0,0.5513838946521245,38.64803488424837,0.0,direct,direct US
